,,,,,,,,更新_20250502,
1465,11304520-1,113045,越谷市　農業協同組合,経済センター（東支店,関東営業所,0013,埼玉県,,
1466,11304521-1,113045,越谷市　農業協同組合,経済センター（南支店,関東営業所,0013,埼玉県,,
1467,11304601-1,113046,さいたま　農業協同組合,草加支店,関東営業所,0013,埼玉県,,
1468,11304602-1,113046,さいたま　農業協同組合,谷塚支店,関東営業所,0013,埼玉県,,
1469,11304604-1,113046,さいたま　農業協同組合,草加営農経済センター,関東営業所,0013,埼玉県,,
1470,11304910-1,113049,さいたま　農業協同組合,安行営農経済センター,関東営業所,0013,埼玉県,,
1471,11304920-1,113049,さいたま　農業協同組合,戸塚支店,関東営業所,0013,埼玉県,,
1472,11304950-1,113049,さいたま　農業協同組合,差間支店,関東営業所,0013,埼玉県,,
1473,11305003-1,113050,さいたま　農業協同組合,川田谷支店,関東営業所,0013,埼玉県,,
1474,11305004-1,113050,さいたま　農業協同組合,加納支店,関東営業所,0013,埼玉県,,
1475,11305005-1,113050,さいたま　農業協同組合,桶川支店,関東営業所,0013,埼玉県,,
1476,11305200-1,113052,埼玉ひびきの　農業協同組合,本店・本庄南支店,関東営業所,0013,埼玉県,,
1477,11305201-1,113052,埼玉ひびきの　農業協同組合,本庄経済センター,関東営業所,0013,埼玉県,,
1478,11305202-1,113052,埼玉ひびきの　農業協同組合,上里営農経済センター,関東営業所,0013,埼玉県,,
1479,11305211-1,113052,埼玉ひびきの　農業協同組合,かみかわ館,関東営業所,0013,埼玉県,,
1480,11305221-1,113052,埼玉ひびきの　農業協同組合,美里万葉の里,関東営業所,0013,埼玉県,,
1481,11305222-1,113052,埼玉ひびきの　農業協同組合,あおぞら館,関東営業所,0013,埼玉県,,
1482,11305223-1,113052,埼玉ひびきの　農業協同組合,美里営農経済センター,関東営業所,0013,埼玉県,,
1483,11305231-1,113052,埼玉ひびきの　農業協同組合,こだま館,関東営業所,0013,埼玉県,,
1484,11305232-1,113052,埼玉ひびきの　農業協同組合,共和支店,関東営業所,0013,埼玉県,,
1485,11305233-1,113052,埼玉ひびきの　農業協同組合,金屋支店,関東営業所,0013,埼玉県,,
1486,11305241-1,113052,埼玉ひびきの　農業協同組合,賀美支所,関東営業所,0013,埼玉県,,
1487,11305242-1,113052,埼玉ひびきの　農業協同組合,アグリパーク上里,関東営業所,0013,埼玉県,,
1488,11305243-1,113052,埼玉ひびきの　農業協同組合,児玉直売所,関東営業所,0013,埼玉県,,
1489,11305251-1,113052,埼玉ひびきの　農業協同組合,神泉支店,関東営業所,0013,埼玉県,,
1490,11305252-1,113052,埼玉ひびきの　農業協同組合,神川営農経済センター,関東営業所,0013,埼玉県,,
1491,11305261-1,113052,埼玉ひびきの　農業協同組合,南部営農経済センター,関東営業所,0013,埼玉県,,
1492,11305271-1,113052,埼玉ひびきの　農業協同組合,秋平支店,関東営業所,0013,埼玉県,,
1493,11305281-1,113052,埼玉ひびきの　農業協同組合,本泉支店,関東営業所,0013,埼玉県,,
1494,11305301-1,113053,ふかや　農業協同組合,西部営農経済センター,関東営業所,0013,埼玉県,,
1495,11305701-1,113057,あさか野農業協同組合,和光直売センター,関東営業所,0013,埼玉県,,
1496,11306603-1,113066,さいたま　農業協同組合,上尾支店,関東営業所,0013,埼玉県,,
1497,11306604-1,113066,さいたま　農業協同組合,平方支店,関東営業所,0013,埼玉県,,
1498,11306605-1,113066,さいたま　農業協同組合,大谷支店,関東営業所,0013,埼玉県,,
1499,11306606-1,113066,さいたま　農業協同組合,原市支店,関東営業所,0013,埼玉県,,
1500,11306610-1,113066,さいたま　農業協同組合,伊奈支店,関東営業所,0013,埼玉県,,
1501,11306612-1,113066,さいたま　農業協同組合,大石支店,関東営業所,0013,埼玉県,,
1502,11306613-1,113066,さいたま　農業協同組合,上平支店,関東営業所,0013,埼玉県,,
1503,11306614-1,113066,さいたま　農業協同組合,上尾支店,関東営業所,0013,埼玉県,,
1504,11306615-1,113066,さいたま　農業協同組合,石戸支店,関東営業所,0013,埼玉県,,
1505,11306616-1,113066,さいたま　農業協同組合,中丸支店,関東営業所,0013,埼玉県,,
1506,11306617-1,113066,さいたま　農業協同組合,北部統括部　経済課,関東営業所,0013,埼玉県,,
1507,11306618-1,113066,さいたま　農業協同組合,さいたま分館,関東営業所,0013,埼玉県,,
1508,11306800-1,113068,埼玉みずほ　農業協同組合,営農経済部,関東営業所,0013,埼玉県,,
1509,11306812-1,113068,埼玉みずほ　農業協同組合,中部経済センター,関東営業所,0013,埼玉県,,
1510,11306813-1,113068,埼玉みずほ　農業協同組合,南部経済センター,関東営業所,0013,埼玉県,,
1511,11307102-1,113071,さいたま　農業協同組合,北本営農経済センター,関東営業所,0013,埼玉県,,
1512,11307400-1,113074,さいたま　農業協同組合,美笹支店,関東営業所,0013,埼玉県,,
1513,11307406-1,113074,さいたま農業協同組合,戸田支店,関東営業所,0013,埼玉県,,
1514,11307500-1,113075,あさか野　農業協同組合,本店経済課,関東営業所,0013,埼玉県,,
1515,11307501-1,113075,あさか野　農業協同組合,経済配送センター,関東営業所,0013,埼玉県,,
1516,11307506-1,113075,あさか野　農業協同組合,経済配送センター,関東営業所,0013,埼玉県,,
1517,11307700-1,113077,さいたま　農業協同組合,鳩ヶ谷支店,関東営業所,0013,埼玉県,,
1518,11307903-1,113079,いるま野　農業協同組合,毛呂山直売所,関東営業所,0013,埼玉県,,
1519,11307916-1,113079,いるま野　農業協同組合,第三営農販売センター,関東営業所,0013,埼玉県,,
1520,11307922-1,113079,いるま野　農業協同組合,西部資材センター,関東営業所,0013,埼玉県,,
1521,11307923-1,113079,いるま野　農業協同組合,西川支店,関東営業所,0013,埼玉県,,
1522,11307924-1,113079,いるま野　農業協同組合,東吾野支店,関東営業所,0013,埼玉県,,
1523,11307925-1,113079,いるま野　農業協同組合,精明支店,関東営業所,0013,埼玉県,,
1524,11307926-1,113079,いるま野　農業協同組合,南高麗支店,関東営業所,0013,埼玉県,,
1525,11307927-1,113079,いるま野　農業協同組合,原市場支店,関東営業所,0013,埼玉県,,
1526,11307928-1,113079,いるま野　農業協同組合,本町支店,関東営業所,0013,埼玉県,,
1527,11307929-1,113079,いるま野　農業協同組合,美杉台支店,関東営業所,0013,埼玉県,,
1528,11307932-1,113079,いるま野　農業協同組合,名栗支店,関東営業所,0013,埼玉県,,
1529,11307933-1,113079,いるま野　農業協同組合,日高支店,関東営業所,0013,埼玉県,,
1530,11307934-1,113079,いるま野　農業協同組合,高萩支店,関東営業所,0013,埼玉県,,
1531,11307935-1,113079,いるま野　農業協同組合,高麗支店,関東営業所,0013,埼玉県,,
1532,11307940-1,113079,いるま野　農業協同組合,入西農産物直売所,関東営業所,0013,埼玉県,,
1533,11307941-1,113079,いるま野　農業協同組合,北部資材センター,関東営業所,0013,埼玉県,,
1534,11307943-1,113079,いるま野　農業協同組合,所沢西部営農センター,関東営業所,0013,埼玉県,,
1535,11307945-1,113079,いるま野　農業協同組合,東部購買店舗,関東営業所,0013,埼玉県,,
1536,11307946-1,113079,いるま野　農業協同組合,あぐれっしゅげんき村,関東営業所,0013,埼玉県,,
1537,11307948-1,113079,いるま野　農業協同組合,入間資材センター,関東営業所,0013,埼玉県,,
1538,11340033-1,113400,いるま野　農業協同組合,第一営農販売センター,関東営業所,0013,埼玉県,,
1539,11340138-1,113401,いるま野　農業協同組合,川越第一共販センター,関東営業所,0013,埼玉県,,
1540,11308000-1,113080,さいたま　農業協同組合,鴻巣支店,関東営業所,0013,埼玉県,,
1541,11308001-1,113080,さいたま　農業協同組合,鴻巣営農経済センター,関東営業所,0013,埼玉県,,
1542,11308003-1,113080,さいたま　農業協同組合,鴻巣支店,関東営業所,0013,埼玉県,,
1543,11308005-1,113080,さいたま　農業協同組合,箕田支店,関東営業所,0013,埼玉県,,
1544,11308007-1,113080,さいたま　農業協同組合,常光支店,関東営業所,0013,埼玉県,,
1545,11308008-1,113080,さいたま　農業協同組合,吹上支店,関東営業所,0013,埼玉県,,
1546,11340004-1,113400,さいたま　農業協同組合,北本支店,関東営業所,0013,埼玉県,,
1547,11340015-1,113400,さいたま　農業協同組合,美薗支店,関東営業所,0013,埼玉県,,
1548,11340049-1,113400,南彩　農業協同組合,中部営農経済センター,関東営業所,0013,埼玉県,,
1549,11340105-1,113400,さいたま　農業協同組合,西上尾支店,関東営業所,0013,埼玉県,,
1550,11340109-1,113401,ほくさい　農業協同組合,加須営農経済センター,関東営業所,0013,埼玉県,,
1551,11400010-1,114000,全農いばらき,営農対策課,関東営業所,0014,茨城県,,
1552,11400012-1,114000,全農いばらき,園芸資材課,関東営業所,0014,茨城県,,
1553,11400100-1,114001,水戸　農業協同組合,本店,関東営業所,0014,茨城県,,
1554,11400101-1,114001,水戸　農業協同組合,北部営農資材センター,関東営業所,0014,茨城県,,
1555,11400104-1,114001,水戸　農業協同組合,Ａコープかつら店,関東営業所,0014,茨城県,,
1556,11400133-1,114001,水戸　農業協同組合,常北購買センター,関東営業所,0014,茨城県,,
1557,11400138-1,114001,水戸　農業協同組合,那珂川購買センター,関東営業所,0014,茨城県,,
1558,11400200-1,114002,常陸　農業協同組合,里美支店,関東営業所,0014,茨城県,,
1559,11400201-1,114002,常陸　農業協同組合,里美支店,関東営業所,0014,茨城県,,
1560,11200400-1,112004,きみつ　農業協同組合,本店経済部,関東営業所,0012,千葉県,,
1561,11400500-1,114005,常陸　農業協同組合,太田経済課,関東営業所,0014,茨城県,,
1562,11400502-1,114005,常陸　農業協同組合,水府支店,関東営業所,0014,茨城県,,
1563,11400503-1,114005,常陸　農業協同組合,竜神の里支店,関東営業所,0014,茨城県,,
1564,11400504-1,114005,常陸　農業協同組合,高倉支店,関東営業所,0014,茨城県,,
1565,11400505-1,114005,常陸　農業協同組合,染和田支店,関東営業所,0014,茨城県,,
1566,11400506-1,114005,常陸　農業協同組合,水府資材センター,関東営業所,0014,茨城県,,
1567,11400507-1,114005,常陸　農業協同組合,佐都支店,関東営業所,0014,茨城県,,
1568,11400700-1,114007,常陸　農業協同組合,東部支店,関東営業所,0014,茨城県,,
1569,11400703-1,114007,常陸　農業協同組合,物流センター,関東営業所,0014,茨城県,,
1570,11400800-1,114008,新ひたち野　農業協同組合,美野里支店,関東営業所,0014,茨城県,,
1571,11400901-1,114009,常陸　農業協同組合,高萩地区統括部,関東営業所,0014,茨城県,,
1572,11400903-1,114009,常陸　農業協同組合,高萩営農・高萩支店,関東営業所,0014,茨城県,,
1573,11400904-1,114009,常陸　農業協同組合,十王地区センター,関東営業所,0014,茨城県,,
1574,11400905-1,114009,常陸　農業協同組合,十王営農経済センター,関東営業所,0014,茨城県,,
1575,11400906-1,114009,常陸　農業協同組合,山部支店,関東営業所,0014,茨城県,,
1576,11400907-1,114009,常陸　農業協同組合,黒前取次所,関東営業所,0014,茨城県,,
1577,11400908-1,114009,常陸　農業協同組合,中里支店,関東営業所,0014,茨城県,,
1578,11400909-1,114009,常陸　農業協同組合,北茨城資材センター,関東営業所,0014,茨城県,,
1579,11400910-1,114009,常陸　農業協同組合,ふれあいプラザ五浦,関東営業所,0014,茨城県,,
1580,11400911-1,114009,常陸　農業協同組合,日立支店,関東営業所,0014,茨城県,,
1581,11400912-1,114009,常陸　農業協同組合,ふれあいプラザ日高,関東営業所,0014,茨城県,,
1582,11400914-1,114009,常陸　農業協同組合,みなみ資材センタ－,関東営業所,0014,茨城県,,
1583,11400920-1,114009,常陸　農業協同組合,高萩営農経済センター,関東営業所,0014,茨城県,,
1584,11401100-1,114011,常陸　農業協同組合,太田支店,関東営業所,0014,茨城県,,
1585,11401101-1,114011,常陸　農業協同組合,金郷支店,関東営業所,0014,茨城県,,
1586,11401102-1,114011,常陸　農業協同組合,金砂支店,関東営業所,0014,茨城県,,
1587,11401103-1,114011,常陸　農業協同組合,久米支店,関東営業所,0014,茨城県,,
1588,11401104-1,114011,常陸　農業協同組合,郡戸支店,関東営業所,0014,茨城県,,
